Title,TopRecommendations
cancer biology specialization,"['medical neuroscience', 'human anatomy medical terminology fundamental specialization', 'ai medicine specialization', 'medical office procedure administration fundamental specialization', 'medical billing coding fundamental specialization']"
workday basic series,"['workday action series', 'introduction finance basic', 'learn sql basic data science specialization', 'ibm business intelligence bi analyst professional certificate', 'entrepreneurship specialization']"
sound alarm detection response,"['google cloud cybersecurity professional certificate', 'foundation cybersecurity', 'google cybersecurity professional certificate', 'certified cybersecurity specialization', 'ibm generative ai cybersecurity professional specialization']"
preparing google cloud certification cloud security engineer professional certificate,"['preparing google cloud certification cloud network engineer professional certificate', 'preparing google cloud certification cloud engineer professional certificate', 'preparing google cloud certification cloud devops engineer professional certificate', 'preparing google cloud certification cloud architect professional certificate', 'security google cloud specialization']"
data science foundation using r specialization,"['data analysis r programming', 'data science specialization', 'applied data science specialization', 'introduction data science specialization', 'foundation data data everywhere']"
meta marketing analytics professional certificate,"['meta data analyst professional certificate', 'meta social medium marketing professional certificate', 'digital marketing specialization', 'google advanced data analytics professional certificate', 'deeplearningai data analytics professional certificate']"
generative ai data scientist specialization,"['generative ai data engineer specialization', 'generative ai data analyst specialization', 'introduction data science specialization', 'data science foundation using r specialization', 'applied data science specialization']"
generative ai digital marketing specialization,"['digital marketing specialization', 'attract engage customer digital marketing', 'foundation digital marketing ecommerce', 'artificial intelligence marketing', 'adobe marketing specialist professional certificate']"
english career development,"['improve english communication skill specialization', 'writing science', 'tesol certificate part teach english specialization', 'google business intelligence professional certificate', 'tesol certificate part teach english specialization']"
clinical trial good clinical practice specialization,"['introduction systematic review metaanalysis', 'ai healthcare specialization', 'method statistic social science specialization', 'nursing assistant fundamental specialization', 'regulatory compliance specialization']"
risk management specialization,"['play safe manage security risk', 'influencing storytelling change management governance specialization', 'financial engineering risk management specialization', 'preparatory certificate finance financial market specialization', 'ibm project manager professional certificate']"
work smarter microsoft word,"['microsoft fundamental specialization', 'master microsoft office power platform specialization', 'microsoft power bi data analyst professional certificate', 'microsoft support specialist professional certificate', 'microsoft copilot leader specialization']"
introduction finance basic,"['introduction finance accounting specialization', 'financial market', 'introduction corporate finance', 'preparatory certificate finance financial market specialization', 'finance quantitative modeling analyst specialization']"
google project management professional certificate,"['project execution running project', 'chatgpt project management leveraging ai success specialization', 'capstone applying project management real world', 'ibm project manager professional certificate', 'microsoft project management professional certificate']"
rag generative ai application specialization,"['ibm rag agentic ai professional certificate', 'meta fullstack developer specialization', 'meta web development fundamental specialization', 'ibm ai developer professional certificate', 'meta backend developer professional certificate']"
arizona state university tesol professional certificate,"['tesol certificate part teach english specialization', 'tesol certificate part teach english specialization', 'english career development', 'generative ai educator specialization', 'improve english communication skill specialization']"
connect protect network network security,"['bit byte computer networking', 'preparing google cloud certification cloud network engineer professional certificate', 'ibm isc cybersecurity specialist professional certificate', 'preparing google cloud certification cloud security engineer professional certificate', 'ibm cybersecurity analyst professional certificate']"
ai foundation everyone specialization,"['ibm generative ai cybersecurity professional specialization', 'generative ai fundamental specialization', 'generative ai software developer specialization', 'generative ai data analyst specialization', 'ibm ai engineering professional certificate']"
meta react native specialization,"['meta android developer professional certificate', 'meta io developer professional certificate', 'ibm io android mobile app developer professional certificate', 'meta frontend developer professional certificate', 'foundation user experience ux design']"
ibm relational database administrator professional certificate,"['ibm data architecture professional certificate', 'data engineering foundation specialization', 'ibm data warehouse engineer professional certificate', 'meta database engineer professional certificate', 'ibm data management professional certificate']"
meta android developer professional certificate,"['meta react native specialization', 'meta frontend developer professional certificate', 'meta io developer professional certificate', 'foundation user experience ux design', 'ibm uiux designer professional certificate']"
meta web development fundamental specialization,"['meta backend developer professional certificate', 'meta fullstack developer specialization', 'cloud application development foundation specialization', 'meta frontend developer professional certificate', 'meta database engineer professional certificate']"
linear algebra machine learning data science,"['mathematics machine learning data science specialization', 'mathematics machine learning specialization', 'ibm machine learning professional certificate', 'unsupervised learning recommenders reinforcement learning', 'applied data science specialization']"
generative ai human resource hr professional specialization,"['generative ai hr professional specialization', 'hrci human resource associate professional certificate', 'human resource management hr people manager specialization', 'generative ai fundamental specialization', 'ai business specialization']"
start writing prompt like pro,"['discover art prompting', 'google prompting essential specialization', 'design prompt everyday work task', 'use ai creative expert partner', 'speed data analysis presentation building']"
ibm project manager professional certificate,"['ibm project manager professional certificate', 'ibm program manager professional certificate', 'microsoft project management professional certificate', 'google project management professional certificate', 'project execution running project']"
global diplomacy diplomacy modern world,"['indigenous canada', 'capstone applying project management real world', 'leading modern day business specialization', 'geographic information system gi specialization', 'dynamic public speaking specialization']"
cybersecurity fundamental specialization,"['certified cybersecurity specialization', 'ibm isc cybersecurity specialist professional certificate', 'isc system security certified practitioner sscp', 'fundamental cybersecurity specialization', 'ibm generative ai cybersecurity professional specialization']"
mathematics machine learning data science specialization,"['mathematics machine learning specialization', 'linear algebra machine learning data science', 'machine learning specialization', 'ibm machine learning professional certificate', 'unsupervised learning recommenders reinforcement learning']"
ibm business analyst professional certificate,"['microsoft business analyst professional certificate', 'sap business analyst professional certificate', 'generative ai business analyst specialization', 'business analytics excel elementary advanced', 'ibm system analyst professional certificate']"
adobe content creator professional certificate,"['adobe marketing specialist professional certificate', 'like lead interact customer online', 'adobe graphic designer professional certificate', 'foundation user experience ux design', 'meta social medium marketing professional certificate']"
google automation python professional certificate,"['microsoft python development professional certificate', 'crash course python', 'ai python beginner', 'programming everybody getting started python', 'python programming specialization']"
generative ai engineering llm specialization,"['ibm generative ai engineering professional certificate', 'ibm ai engineering professional certificate', 'deep learning specialization', 'generative ai large language model', 'natural language processing specialization']"
generative ai program manager specialization,"['generative ai project manager specialization', 'ibm program manager professional certificate', 'project execution running project', 'chatgpt project management leveraging ai success specialization', 'foundation project management']"
